nome,idade_anos,prs_aceitas,total_releases,dias_desde_atualizacao,linguagem,razao_issues_fechadas,total_forks,licenca,possui_ci_cd,total_linguagens
netty/netty,15.77,5757,13,0,Java,0.9162,16273,Apache License 2.0,true,10
utmapp/UTM,7.35,292,130,11,Swift,0.7104,1783,Apache License 2.0,true,5
bumptech/glide,13.11,637,59,2,Java,0.8692,6179,Other,true,4
sorrycc/awesome-javascript,12.13,412,0,16,Não informado,0.9554,4547,Não informado,true,0
hehonghui/awesome-english-ebooks,4.14,0,0,2,CSS,0.0000,2906,Não informado,false,1
DayuanJiang/next-ai-draw-io,1.40,443,18,2,TypeScript,0.5727,3762,Apache License 2.0,true,5
zellij-org/zellij,5.96,1517,69,3,Rust,0.4594,1377,MIT License,true,5
awesome-foss/awesome-sysadmin,11.65,369,0,0,Não informado,1.0000,2097,Other,false,0
laravel/framework,13.60,18472,963,0,PHP,0.9971,11951,MIT License,true,6
gitroomhq/postiz-app,3.11,290,199,1,TypeScript,0.8005,6537,GNU Affero General Public License v3.0,true,5
facebookresearch/detectron2,6.95,0,10,22,Python,0.8679,7946,Apache License 2.0,true,6
esengine/DeepSeek-Reasonix,0.32,3319,180,0,Go,0.7379,2303,MIT License,true,13
qishibo/AnotherRedisDesktopManager,7.60,161,54,3,JavaScript,0.8701,2714,MIT License,true,3
TheAlgorithms/C-Plus-Plus,10.08,705,0,309,C++,0.9709,7852,MIT License,true,4
BVLC/caffe,12.93,1087,14,745,C++,0.7536,18430,Other,false,8
lissy93/web-check,3.14,74,3,5,TypeScript,0.9732,2829,MIT License,true,8
v2fly/v2ray-core,7.34,1037,130,1,Go,0.9748,5074,MIT License,true,6
ocrmypdf/OCRmyPDF,12.66,202,62,9,Python,0.9316,2383,Mozilla Public License 2.0,true,3
kovidgoyal/kitty,9.83,1489,143,0,Python,0.9989,1467,GNU General Public License v3.0,true,10
nothings/stb,12.23,294,0,14,C,0.7477,8075,Other,true,5
SeleniumHQ/selenium,13.59,4152,120,0,Java,0.9913,8712,Apache License 2.0,true,19
derailed/k9s,7.56,1060,258,2,Go,0.9802,2256,Apache License 2.0,true,4
CMU-Perceptual-Computing-Lab/openpose,9.31,174,15,743,C++,0.8306,8035,Other,true,7
raysan5/raylib,12.81,2655,25,2,C,0.9937,3243,zlib License,true,9
xitu/gold-miner,10.78,3563,0,851,Não informado,0.9975,4984,Não informado,true,0
jaredpalmer/formik,9.17,836,200,279,TypeScript,0.6903,2780,Apache License 2.0,true,4
huggingface/diffusers,4.21,6014,92,0,Python,0.8545,7246,Apache License 2.0,true,3
anthropics/financial-services,0.48,40,0,12,Python,0.1023,5108,Apache License 2.0,true,4
python-poetry/poetry,8.46,2542,151,6,Python,0.9233,2475,MIT License,true,2
nodejs/node-v0.x-archive,17.22,218,0,731,Não informado,1.0000,7219,Não informado,false,0
TheAlgorithms/JavaScript,9.09,798,0,162,JavaScript,0.9063,5846,GNU General Public License v3.0,true,3
swc-project/swc,8.65,6165,816,1,Rust,0.9161,1538,Apache License 2.0,true,6
openai/CLIP,5.67,30,0,144,Jupyter Notebook,0.4337,4042,MIT License,true,2
balena-io/etcher,10.80,1733,291,75,TypeScript,0.7441,2401,Apache License 2.0,true,5
ehang-io/nps,7.78,74,59,808,Go,0.5806,6069,GNU General Public License v3.0,true,3
backstage/backstage,6.56,21578,541,2,TypeScript,0.9763,7549,Apache License 2.0,true,14
zenorocha/clipboard.js,10.91,117,42,185,JavaScript,0.9825,3908,MIT License,true,3
testerSunshine/12306,9.25,31,1,1232,Python,0.6754,9615,MIT License,false,3
seaweedfs/seaweedfs,12.09,5267,315,0,Go,0.8301,2953,Apache License 2.0,true,15
xkcoding/spring-boot-demo,8.77,15,0,753,Java,0.4229,10895,MIT License,true,7
zxing/zxing,14.85,387,32,19,Java,1.0000,9433,Apache License 2.0,true,3
lllyasviel/ControlNet,3.54,5,0,903,Python,0.2396,3018,Apache License 2.0,false,2
fish-shell/fish-shell,14.27,2212,67,0,Rust,0.9369,2351,Other,true,14
chenfei-wu/TaskMatrix,3.46,21,0,953,Python,0.3736,3204,Other,false,3
aristocratos/btop,5.28,454,55,8,C++,0.5346,1121,Apache License 2.0,true,4
OpenBMB/ChatDev,2.97,161,12,23,Python,0.8619,4246,Apache License 2.0,true,7
qdrant/qdrant,6.21,6623,116,0,Rust,0.7510,2579,Apache License 2.0,true,10
MonitorControl/MonitorControl,8.91,223,26,5,Swift,0.9883,990,MIT License,false,2
atlassian/react-beautiful-dnd,9.02,531,68,363,JavaScript,0.6471,2699,Other,false,2
lightpanda-io/browser,3.52,2457,20,0,Zig,0.8520,1568,GNU Affero General Public License v3.0,true,8
pcottle/learnGitBranching,14.01,692,0,5,JavaScript,0.8976,6005,MIT License,true,6
NginxProxyManager/nginx-proxy-manager,8.65,740,88,4,TypeScript,0.7734,3853,MIT License,true,6
carbon-language/carbon-lang,6.30,5660,762,0,C++,0.7592,1708,Other,true,18
lib-pku/libpku,7.73,22,0,1684,TeX,0.7442,8206,Não informado,false,2
TabbyML/tabby,3.42,3002,249,47,Rust,0.7463,1782,Other,true,10
explosion/spaCy,12.12,3603,137,9,Python,0.9695,4709,MIT License,true,13
halfrost/LeetCode-Go,9.08,182,5,11,Go,1.0000,5717,MIT License,true,5
agentscope-ai/QwenPaw,0.48,2175,107,2,Python,0.8080,3001,Apache License 2.0,true,14
SerenityOS/serenity,7.70,20149,0,0,C++,0.8317,3543,"BSD 2-Clause ""Simplified"" License",true,19
k3s-io/k3s,8.21,4823,1000,1,Go,0.9931,2707,Apache License 2.0,true,7
Pythagora-io/gpt-pilot,3.00,397,0,59,Python,0.5653,3479,Other,true,11
mli/paper-reading,4.82,15,0,512,Não informado,0.0000,2809,Apache License 2.0,false,0
alibaba/easyexcel,8.53,190,14,656,Java,0.8648,7560,Apache License 2.0,true,1
anoma/anoma,5.53,898,12,62,Elixir,0.8750,4113,MIT License,true,3
K-Dense-AI/scientific-agent-skills,0.82,76,100,0,Python,0.9740,3289,MIT License,true,5
Blankj/AndroidUtilCode,10.05,88,117,731,Java,0.8046,10624,Apache License 2.0,true,4
valinet/ExplorerPatcher,5.02,24,300,41,C,0.8747,1366,GNU General Public License v2.0,true,4
bayandin/awesome-awesomeness,12.11,197,0,804,Ruby,0.7324,3600,Não informado,false,1
anthropics/claude-plugins-official,0.74,3137,0,0,Python,0.1617,3810,Apache License 2.0,true,5
shadowsocks/shadowsocks,14.32,70,2,867,Python,0.0000,18022,Não informado,false,2
apache/kafka,15.00,13842,0,1,Java,0.0000,15427,Apache License 2.0,true,8
binwiederhier/ntfy,4.81,421,108,5,Go,0.7463,1546,Apache License 2.0,true,7
tinygrad/tinygrad,5.83,12309,15,0,Python,0.9044,4262,MIT License,true,12
XX-net/XX-Net,11.59,364,390,55,Python,0.4073,7534,Não informado,true,8
microsoft/WSL,10.36,1414,107,0,C++,0.9262,1801,MIT License,true,10
AFNetworking/AFNetworking,15.21,710,40,1307,Objective-C,0.0000,10604,MIT License,true,5
nicolargo/glances,14.70,829,61,1,Python,0.9572,1793,Other,true,10
lutzroeder/netron,15.64,1,9,0,JavaScript,0.9882,3172,MIT License,true,5
mckaywrigley/chatbot-ui,3.43,281,0,743,TypeScript,0.8093,9430,MIT License,false,5
remix-run/remix,5.80,4022,633,2,TypeScript,0.9903,2787,MIT License,true,6
google/comprehensive-rust,3.65,2512,0,11,Rust,0.6863,2065,Apache License 2.0,true,13
alibaba/nacos,8.17,3872,98,2,Java,0.9822,13280,Apache License 2.0,true,10
MetaCubeX/mihomo,5.24,322,62,0,Python,0.7735,4369,MIT License,true,1
zeromicro/go-zero,6.02,2511,154,1,Go,0.9444,4314,MIT License,true,9
motiondivision/motion,7.75,1283,0,6,TypeScript,0.9460,1318,MIT License,true,6
certbot/certbot,11.76,4130,72,3,Python,0.9777,3508,Other,true,9
langfuse/langfuse,3.25,7507,653,0,TypeScript,0.8941,3576,Other,true,9
bilibili/ijkplayer,13.20,35,0,733,C,0.4730,8233,GNU General Public License v2.0,false,7
waydabber/BetterDisplay,4.81,2,132,5,Não informado,0.9339,630,Não informado,false,0
dgtlmoon/changedetection.io,5.55,1171,216,0,Python,0.8200,1965,Apache License 2.0,true,6
qier222/YesPlayMusic,5.85,297,32,63,Vue,0.6506,4676,MIT License,true,8
linshenkx/prompt-optimizer,1.51,60,47,3,TypeScript,0.9688,3891,Other,true,8
vbenjs/vue-vben-admin,6.10,1917,63,1,Vue,0.9821,8925,MIT License,true,8
cursor/cursor,3.43,49,0,96,Não informado,0.0000,2283,Não informado,false,0
pear-devs/pear-desktop,7.33,1659,88,2,TypeScript,0.7398,1953,MIT License,true,4
immutable-js/immutable-js,12.13,680,99,0,TypeScript,0.9216,1858,MIT License,true,5
binarywang/WxJava,10.61,1271,31,2,Java,0.9960,9059,Apache License 2.0,true,2
adobe/brackets,14.69,4332,69,1526,JavaScript,0.7298,7452,MIT License,false,13
ibraheemdev/modern-unix,5.59,15,0,705,Não informado,0.3529,827,Não informado,false,0
Leey21/awesome-ai-research-writing,0.54,0,0,90,Não informado,0.8077,2429,Não informado,false,0
datawhalechina/happy-llm,2.22,30,3,8,Jupyter Notebook,0.6045,3124,Other,false,2
gulpjs/gulp,13.12,412,24,188,JavaScript,0.9845,4134,MIT License,true,1
tokio-rs/tokio,9.93,4008,154,5,Rust,0.8836,3200,MIT License,true,1
0xAX/linux-insides,11.62,649,0,10,Python,0.9124,3545,Other,true,3
OWASP/CheatSheetSeries,7.65,1361,0,2,Python,0.9390,4586,Creative Commons Attribution Share Alike 4.0 International,true,6
