nome,idade_anos,prs_aceitas,total_releases,dias_desde_atualizacao,linguagem,razao_issues_fechadas,total_forks,total_estrelas,razao_fork_estrela,licenca,possui_ci_cd,total_linguagens
vnpy/vnpy,11.49,1077,67,16,Python,0.9927,12403,44784,0.2769515898535191,MIT License,true,3
files-community/Files,7.64,5794,141,0,C#,0.9607,2843,44771,0.06350092693931339,MIT License,true,2
sudheerj/reactjs-interview-questions,8.24,170,0,6,JavaScript,0.9735,10376,44758,0.2318244783055543,MIT License,false,4
vercel/hyper,10.15,3293,88,5,TypeScript,0.7535,3580,44707,0.08007694544478493,MIT License,true,6
logseq/logseq,6.26,3419,153,0,Clojure,0.8956,2790,44643,0.062495800013439955,GNU Affero General Public License v3.0,true,16
getsentry/sentry,15.99,91534,176,0,Python,0.8968,4825,44622,0.10813051857827977,Other,true,14
paperless-ngx/paperless-ngx,4.53,3578,156,0,Python,0.9996,3060,44617,0.06858372369276285,GNU General Public License v3.0,true,9
charmbracelet/bubbletea,6.63,709,80,7,Go,0.7601,1305,44574,0.02927715708709113,MIT License,true,1
spf13/cobra,12.98,631,27,46,Go,0.7976,3221,44513,0.07236088333745198,Apache License 2.0,true,2
NaiboWang/EasySpider,6.11,47,11,7,JavaScript,0.6488,5382,44442,0.12110166059133252,GNU Affero General Public License v3.0,false,8
payloadcms/payload,5.64,7728,574,0,TypeScript,0.9107,4095,44422,0.09218405294673811,MIT License,true,8
AykutSarac/jsoncrack.com,4.57,91,23,8,TypeScript,0.8997,3570,44338,0.08051784022734448,Apache License 2.0,true,6
sharkdp/fd,9.30,776,45,0,Rust,0.8688,1122,44210,0.025378873558018548,Apache License 2.0,true,4
janhq/jan,3.03,3831,104,0,TypeScript,0.8986,2991,44197,0.06767427653460642,Other,true,12
zen-browser/desktop,2.41,1239,186,0,C++,0.9394,1729,44100,0.0392063492063492,Mozilla Public License 2.0,true,12
Kong/kong,11.77,6532,147,10,Lua,0.9833,5205,44045,0.11817459416505846,Apache License 2.0,true,10
streamich/react-use,7.83,1534,257,77,TypeScript,0.4023,3266,44024,0.07418680719607487,The Unlicense,true,2
parcel-bundler/parcel,9.05,2600,52,0,JavaScript,0.9171,2288,44019,0.05197755514664122,MIT License,true,21
yangshun/front-end-interview-handbook,8.62,356,0,13,JavaScript,0.8932,5933,43994,0.13485929899531754,MIT License,false,3
babel/babel,11.91,6745,468,1,TypeScript,0.9345,5980,43986,0.13595234847451462,MIT License,true,6
lysine-dev/retrofit,15.97,1389,4,0,Java,0.9542,7340,43934,0.16706878499567532,Apache License 2.0,true,2
astaxie/build-web-application-with-golang,14.07,757,0,836,Go,0.5948,10414,43909,0.23717233369013185,"BSD 3-Clause ""New"" or ""Revised"" License",false,4
apache/spark,12.50,8,0,0,Scala,0.6078,29348,43882,0.6687935827902101,Apache License 2.0,true,20
DataExpert-io/data-engineer-handbook,2.77,181,0,23,Jupyter Notebook,0.7664,9254,43870,0.21094141782539322,Não informado,false,5
Imbad0202/academic-research-skills,0.50,416,41,0,Python,0.9434,3477,43836,0.07931836846427594,Other,true,6
ccxt/ccxt,9.28,15684,250,0,Python,0.9801,8816,43756,0.20148093975683334,MIT License,true,15
aymericdamien/TensorFlow-Examples,10.79,88,0,761,Jupyter Notebook,0.2971,14657,43735,0.33513204527266494,Other,false,2
ray-project/ray,9.83,32236,129,0,Python,0.8745,7966,43613,0.18265196157109118,Apache License 2.0,true,17
danielmiessler/Fabric,2.64,646,423,17,Go,0.9629,4230,43539,0.09715427547715841,MIT License,true,12
juspay/hyperswitch,3.86,7642,159,0,Rust,0.6816,5102,43537,0.1171876794450697,Apache License 2.0,true,15
colinhacks/zod,6.47,1178,205,0,TypeScript,0.9826,2147,43533,0.049318907495463214,MIT License,true,6
gradio-app/gradio,7.69,5745,1000,0,Python,0.9771,3581,43425,0.08246401842256765,Apache License 2.0,true,13
Light-City/CPlusPlusThings,7.12,78,0,102,C++,0.9654,8810,43386,0.20306089521965612,Não informado,false,3
ziglang/zig,11.06,9540,21,272,Zig,0.7989,3226,43300,0.07450346420323326,MIT License,false,13
alex/what-happens-when,12.80,108,0,737,Não informado,0.1794,5741,43299,0.13258966719785675,Não informado,false,0
Unitech/pm2,13.27,558,139,2,JavaScript,0.8038,2722,43278,0.06289569758306761,Other,true,8
HeyPuter/puter,2.48,2058,23,0,TypeScript,0.9927,4039,43266,0.0933527481163038,GNU Affero General Public License v3.0,true,7
mifi/lossless-cut,9.82,269,106,5,TypeScript,0.8535,2136,43218,0.04942385117312231,GNU General Public License v2.0,true,6
juanfont/headscale,6.18,1352,140,1,Go,0.9345,2519,43201,0.05830883544362399,"BSD 3-Clause ""New"" or ""Revised"" License",true,5
zbezj/HEU_KMS_Activator,7.18,0,54,51,Não informado,0.1546,3922,43193,0.09080175028361077,Não informado,false,0
FuelLabs/fuels-rs,4.82,915,121,58,Rust,0.9246,1359,43050,0.03156794425087108,Apache License 2.0,true,3
FuelLabs/fuels-ts,4.98,1979,156,152,TypeScript,0.9609,1365,43010,0.031736805394094396,Apache License 2.0,true,9
deepspeedai/DeepSpeed,6.59,3199,115,0,Python,0.6542,4940,43003,0.11487570634606888,Apache License 2.0,true,9
faif/python-patterns,14.22,293,0,6,Python,0.9072,6993,42945,0.16283618581907092,Não informado,true,3
heygen-com/hyperframes,0.46,2265,365,0,TypeScript,0.8545,4110,42731,0.09618309892115794,Apache License 2.0,true,7
curl/curl,16.44,211,97,0,C,0.9993,7327,42687,0.1716447630426125,Other,true,13
k88hudson/git-flight-rules,12.10,227,0,34,Não informado,0.8082,3171,42599,0.0744383670978192,Creative Commons Attribution Share Alike 4.0 International,false,0
mingrammer/diagrams,6.56,360,46,10,Python,0.4223,2733,42553,0.06422578901605057,MIT License,true,8
bojieli/ai-agent-book,0.96,798,1,0,Python,0.9570,4700,42507,0.11057002376079234,Apache License 2.0,true,12
apachecn/ailearning,9.50,478,2,652,Python,0.9661,11514,42491,0.2709750300063543,Other,false,7
danny-avila/LibreChat,3.54,4270,94,0,TypeScript,0.9248,8813,42485,0.20743791926562316,MIT License,true,10
Alamofire/Alamofire,12.07,674,106,23,Swift,0.9890,7664,42422,0.18066097779454057,MIT License,true,2
imputnet/cobalt,4.13,252,0,142,Svelte,0.7800,3661,42270,0.08660988881003076,GNU Affero General Public License v3.0,true,6
saadeghi/daisyui,5.74,619,231,2,JavaScript,0.9936,1676,42203,0.039712816624410584,MIT License,true,4
666ghj/BettaFish,2.15,121,6,1,Python,0.9977,7622,42089,0.18109244695763738,GNU General Public License v2.0,true,3
fastlane/fastlane,11.73,6484,568,0,Ruby,0.9610,6027,42025,0.14341463414634145,MIT License,true,9
LC044/WeChatMsg,3.62,62,0,239,Não informado,0.0000,5299,42006,0.126148645431605,Não informado,false,0
agno-agi/agno,4.31,3730,237,0,Python,0.7702,5829,41938,0.13899089131575182,Apache License 2.0,true,8
nolimits4web/swiper,14.45,630,104,0,TypeScript,0.9612,9612,41894,0.229436196114002,MIT License,false,6
freefq/free,6.22,0,0,736,Não informado,0.3300,5636,41863,0.1346296252060292,Não informado,false,0
aria2/aria2,15.75,258,24,62,C++,0.4273,3892,41832,0.09303882195448461,GNU General Public License v2.0,true,6
